67	15	43
33	20	22
70	17	38
45	19	25
66	15	44
32	19	24
29	16	36
49	14	43
48	17	33
59	18	30
40	14	45
65	16	40
36	17	34
44	18	27
44	14	44
42	17	34
73	20	26
53	17	32
68	18	33
42	17	32
37	16	37
62	15	44
34	17	31
60	15	42
27	19	25
71	16	40
71	19	29
48	16	37
63	17	37
46	18	30
43	14	42
37	15	39
41	19	24
39	19	27
28	17	32
48	18	31
31	15	38
29	20	23
42	20	23
41	19	26
33	16	36
65	17	36
61	15	45
27	17	31
33	15	39
42	15	41
36	14	45
52	18	30
60	19	27
31	18	31
39	15	42
33	18	30
67	18	35
59	20	26
35	20	22
57	18	34
52	16	40
56	19	29
32	15	42
71	19	32
73	20	27
52	18	32
66	19	31
63	17	39
42	15	44
29	18	31
45	16	40
38	14	44
56	17	38
52	17	38
52	17	35
70	18	36
31	15	41
38	17	35
36	20	25
65	20	25
55	16	41
28	18	28
47	19	28
43	18	31
63	20	25
57	20	27
60	15	44
57	20	26
69	21	22
55	20	26
36	19	27
43	16	39
32	17	34
63	20	27
30	19	28
44	18	33
47	16	43
55	15	44
41	15	42
67	19	32
26	17	33
59	17	40
42	16	39
48	20	26
67	21	26
70	21	25
66	17	40
58	20	28
65	15	45
41	18	31
40	16	40
30	17	34
44	17	37
74	21	26
61	17	39
67	16	44
58	21	25
33	18	32
73	21	23
69	18	35
46	20	27
37	16	41
55	19	32
47	19	29
47	17	39
65	18	38
61	16	42
59	20	29
72	19	36
58	16	42
32	21	22
27	20	24
46	20	25
31	16	40
48	18	36
73	18	38
33	15	41
68	20	30
38	20	26
30	18	30
67	17	41
49	17	40
51	18	34
57	18	36
31	20	25
69	19	32
64	18	36
52	16	42
49	19	30
49	19	32
30	20	27
67	17	43
54	19	34
36	17	36
50	18	36
57	20	30
62	16	44
71	19	34
73	20	32
35	18	35
56	18	35
68	22	25
71	22	23
55	16	42
53	19	32
59	20	31
71	17	41
44	21	25
36	21	24
69	21	29
42	20	26
53	20	30
42	18	35
39	21	25
40	17	39
75	20	32
38	16	43
48	20	28
55	20	29
45	21	26
37	15	45
26	19	31
29	20	26
45	18	37
40	21	23
67	16	46
47	19	32
49	17	42
64	16	44
28	19	30
72	22	26
71	18	39
32	19	32
36	16	43
41	21	24
29	21	24
31	17	37
42	17	38
32	15	44
41	19	34
53	21	29
53	19	35
31	16	43
54	18	39
36	17	38
37	15	47
33	18	38
59	21	26
64	22	26
67	20	32
73	22	26
62	21	28
48	17	42
48	16	44
48	17	40
38	16	42
47	21	26
60	21	28
28	19	32
30	16	41
44	21	27
62	18	39
71	21	29
39	17	41
40	19	32
66	19	35
61	21	29
33	21	25
66	19	38
27	19	31
65	19	36
63	17	43
31	19	31
43	20	30
34	22	22
51	20	33
36	21	25
57	17	43
33	17	40
28	21	25
37	17	40
58	19	35
45	17	42
60	18	38
59	18	39
36	16	45
71	20	33
74	19	39
35	21	26
46	19	33
54	20	31
45	20	32
65	22	25
31	18	35
66	18	42
76	21	31
40	20	31
45	15	48
29	19	32
46	20	32
49	20	29
52	20	32
75	22	26
73	19	40
62	18	41
67	23	24
53	17	43
63	22	25
37	21	26
52	18	40
65	17	46
70	20	37
58	18	41
66	18	40
26	20	29
30	19	33
28	20	28
73	22	27
37	17	41
28	17	40
46	17	43
25	19	33
43	16	48
35	18	36
48	22	27
52	19	35
52	19	38
38	16	46
40	21	26
53	21	27
56	20	34
25	19	34
50	21	31
44	18	40
45	22	27
39	18	38
71	23	24
71	19	38
43	18	39
46	21	30
55	22	28
58	20	33
64	18	42
74	21	33
59	21	30
65	17	45
65	17	47
67	23	26
26	19	33
54	16	48
69	23	23
58	17	47
68	21	31
47	18	41
44	19	36
60	17	48
33	18	37
42	22	27
47	19	37
68	17	46
49	19	38
57	21	30
52	21	30
56	19	40
49	20	32
32	17	44
68	20	35
58	19	37
54	17	47
73	22	30
57	18	42
56	19	38
72	20	38
32	18	42
62	20	38
73	24	23
30	22	25
36	23	22
55	18	41
30	18	38
54	20	35
71	19	41
41	16	48
72	19	42
55	18	43
71	24	23
58	17	46
61	19	38
54	21	32
41	19	37
56	16	50
74	22	31
59	21	33
43	17	47
32	23	22
26	22	24
36	17	44
32	16	45
43	20	35
71	21	35
57	17	46
48	20	36
48	21	30
32	23	23
30	20	33
71	19	43
47	16	49
32	19	36
30	22	27
39	17	44
37	19	38
70	22	31
44	21	29
44	17	47
31	23	22
72	22	31
39	23	24
76	22	30
39	21	31
48	22	28
61	17	48
67	20	37
63	23	27
71	21	36
43	22	26
42	19	38
32	22	26
28	22	26
30	21	28
75	22	33
66	20	39
36	18	43
53	20	38
46	20	36
50	20	36
24	20	32
71	23	28
53	19	42
59	21	35
62	22	30
65	19	43
61	22	30
28	22	25
70	24	26
39	19	40
47	17	48
25	21	30
39	21	33
64	23	28
67	21	36
52	19	42
56	23	28
58	20	39
62	19	40
39	18	42
67	18	47
26	19	39
46	23	26
40	17	46
49	19	40
66	19	42
65	24	26
36	19	40
36	20	37
72	22	34
57	21	32
28	19	38
54	19	41
62	17	50
46	19	42
61	24	25
34	19	39
56	18	46
59	20	39
42	22	29
62	18	48
45	17	48
54	21	34
74	21	38
70	21	37
63	24	25
28	20	34
52	20	38
60	18	46
44	21	32
55	17	49
56	22	33
51	21	33
41	17	47
41	18	45
42	21	34
47	23	28
43	18	45
73	24	27
46	21	35
25	20	34
67	25	23
48	21	35
47	19	40
66	18	48
47	22	29
54	23	29
42	17	46
74	21	36
52	21	36
64	20	41
40	22	30
32	19	40
49	22	30
29	20	35
40	19	41
37	18	45
66	19	46
38	17	48
45	20	39
67	19	44
42	22	32
29	21	29
44	21	34
31	18	46
56	18	47
44	18	46
56	23	26
36	19	41
58	23	29
55	23	27
70	20	42
43	22	30
46	18	47
71	20	42
46	22	32
74	23	30
60	22	33
42	23	25
58	19	45
43	23	29
63	18	48
73	22	33
39	20	38
46	19	41
60	23	29
58	21	36
52	20	40
45	19	41
45	17	50
37	18	43
35	23	24
54	18	48
40	19	43
27	22	30
37	23	26
31	20	36
30	18	43
61	21	36
74	21	41
35	23	26
72	25	23
34	24	23
70	21	39
64	18	50
66	25	24
41	23	27
41	19	43
55	17	52
41	17	49
27	23	25
39	17	49
76	22	36
66	20	40
77	23	31
40	20	37
46	21	38
44	20	40
65	19	47
29	19	41
58	24	27
31	23	26
26	23	25
31	24	24
24	22	27
32	23	25
72	21	37
56	21	37
34	20	38
45	23	31
45	23	29
60	19	44
43	18	48
47	17	49
32	19	43
61	25	24
45	24	27
63	19	46
44	24	25
53	23	32
75	23	32
27	21	35
49	21	38
68	22	36
38	23	27
62	23	29
59	19	47
57	18	50
29	20	39
61	19	46
40	22	33
54	21	37
26	21	35
30	20	39
63	22	37
49	22	34
27	23	27
72	24	31
76	22	38
29	19	43
57	19	47
39	18	46
30	23	29
40	20	40
74	26	23
63	21	39
59	24	28
25	21	34
64	25	27
32	18	47
36	20	39
75	24	31
54	21	39
57	19	46
42	21	38
44	23	30
29	23	27
63	25	25
31	21	37
71	25	28
25	22	31
52	23	31
57	18	51
71	26	24
60	21	37
77	23	35
67	19	47
57	23	32
71	24	30
44	18	50
66	22	38
47	22	32
30	25	22
72	23	34
53	22	34
32	25	22
27	22	32
69	22	40
25	20	39
57	21	38
27	19	43
55	21	39
71	23	36
54	19	47
64	26	23
54	23	33
63	24	30
65	19	49
44	21	37
49	22	35
64	20	44
43	23	32
59	23	35
48	24	28
48	24	30
29	19	44
46	18	51
41	23	31
27	20	41
59	23	32
41	21	37
70	26	23
47	22	35
61	23	33
67	22	37
68	26	23
39	19	45
41	25	25
38	23	31
29	24	26
38	20	43
46	22	36
29	22	32
59	18	51
41	24	29
77	23	37
46	19	48
27	22	33
43	23	30
43	18	52
69	22	37
27	21	39
63	19	48
44	22	36
44	21	39
45	20	46
69	26	26
54	24	32
36	21	41
72	22	40
40	20	41
32	20	42
60	20	44
27	24	26
75	22	39
62	20	45
40	19	48
54	24	30
42	19	47
70	21	41
74	23	37
30	21	36
46	22	35
47	24	30
57	19	49
36	25	23
56	25	27
38	23	32
60	25	27
52	22	38
45	24	29
29	23	34
28	19	45
61	20	48
64	26	25
42	23	33
33	25	23
66	20	48
62	26	24
66	21	42
71	27	23
23	24	28
30	19	46
27	23	31
45	18	51
25	25	24
54	19	51
43	20	45
61	24	31
77	26	26
67	21	44
46	25	28
28	22	35
57	23	35
58	19	50
62	24	32
46	23	33
35	21	39
30	23	33
62	25	28
68	23	37
33	19	46
55	23	36
57	20	45
24	24	26
64	25	28
65	26	27
29	24	31
67	21	46
34	25	25
72	24	33
69	23	39
53	22	38
42	20	44
40	25	26
56	21	42
63	22	41
39	22	38
55	24	31
41	24	32
39	24	30
54	23	36
70	25	29
44	24	34
73	21	46
45	19	50
46	20	47
31	25	25
71	26	27
33	20	45
25	21	41
56	19	52
60	23	36
37	25	28
29	20	44
75	28	22
78	26	28
52	24	34
72	23	38
24	25	24
53	19	50
40	20	47
32	21	41
55	20	46
74	25	32
52	24	32
58	24	33
55	22	38
39	22	37
57	26	27
72	27	24
33	21	40
63	23	37
65	21	47
69	28	22
61	21	44
59	21	45
39	21	44
25	25	28
77	24	35
63	23	39
36	25	26
42	25	28
31	23	35
41	21	43
57	23	37
55	19	53
59	26	27
53	22	41
64	27	23
46	19	52
75	24	37
58	24	36
57	20	48
72	28	23
43	19	50
55	20	50
53	25	30
31	19	48
71	24	34
29	25	26
74	22	44
28	21	42
30	26	23
71	21	47
61	24	35
34	19	48
57	25	30
28	27	22
31	22	38
56	24	33
52	23	37
42	26	26
26	21	42
43	23	38
31	25	30
78	28	25
43	24	34
43	23	36
66	23	39
74	23	40
53	25	32
29	20	46
60	24	33
58	20	51
32	23	36
66	23	40
66	27	24
35	20	46
70	25	31
31	27	22
76	26	28
44	26	27
40	23	37
70	23	41
30	26	24
26	22	38
59	26	30
71	23	42
66	22	45
35	21	44
61	21	47
29	22	39
32	24	33
33	21	43
55	24	34
34	27	23
77	24	38
77	26	29
76	24	39
73	23	42
70	28	24
39	25	32
40	25	28
42	25	31
38	22	41
40	20	46
65	27	26
36	20	47
54	25	30
58	20	49
47	19	51
39	26	25
70	27	28
56	26	28
41	24	34
54	26	29
70	27	25
45	21	46
60	21	47
68	28	23
69	27	27
32	20	49
72	26	31
55	24	37
63	27	25
39	22	40
42	21	47
66	27	27
27	26	25
63	21	47
64	26	28
60	26	30
45	20	48
48	22	43
69	28	23
74	28	23
29	25	28
25	26	25
29	27	21
62	23	43
60	20	52
64	22	45
37	22	40
60	23	43
43	20	52
38	25	32
56	22	42
70	26	29
62	27	28
32	24	35
60	21	50
62	26	30
43	20	48
63	25	35
75	23	43
65	28	24
54	23	41
78	25	35
31	24	33
56	22	45
42	20	51
38	25	30
78	25	36
58	23	41
32	21	46
53	24	37
57	25	32
43	22	43
74	22	45
29	22	42
70	26	33
42	24	36
47	22	42
59	26	32
73	24	38
38	26	26
70	29	21
75	29	21
42	23	38
34	21	47
74	29	22
74	23	41
71	29	21
68	24	38
48	24	37
77	28	24
41	22	42
74	25	36
57	27	27
67	23	42
26	26	28
32	28	22
56	21	49
45	21	50
30	26	26
27	28	22
37	26	28
35	23	40
33	21	47
54	25	35
57	22	45
69	24	40
74	26	33
23	26	27
74	27	29
73	27	29
71	22	46
27	21	46
28	26	25
58	25	34
75	28	26
30	21	46
29	21	45
64	22	44
71	25	36
27	22	40
53	21	50
36	28	24
73	23	46
76	24	41
56	21	52
55	26	29
79	29	23
60	24	40
53	26	31
72	23	45
55	23	42
34	23	41
63	24	40
45	20	51
39	26	29
48	25	35
24	26	28
41	25	33
41	27	26
23	24	36
66	23	43
41	21	50
72	29	24
33	22	46
35	28	23
72	27	30
59	27	30
78	28	28
35	22	42
79	28	29
47	21	50
60	28	27
78	28	26
30	26	31
25	27	26
72	26	33
32	22	44
28	28	23
46	24	37
40	22	45
31	23	39
56	25	35
48	26	33
56	22	46
59	23	45
80	28	30
31	28	25
22	24	34
78	29	24
59	22	48
52	23	42
61	26	32
76	25	39
38	24	38
57	25	36
56	27	31
71	23	48
31	28	22
30	26	29
53	21	53
62	21	52
74	27	31
60	26	34
59	26	33
23	24	37
35	22	45
27	24	39
70	26	35
59	21	52
36	23	44
77	29	26
39	23	43
29	21	48
63	24	42
64	29	25
58	27	32
48	24	39
28	21	47
79	26	36
63	29	23
71	28	29
54	22	49
57	24	41
37	22	45
58	27	29
21	26	28
61	23	46
63	28	28
35	27	26
56	27	29
43	27	28
73	27	31
75	24	45
63	27	31
55	27	31
42	26	32
72	24	42
45	24	41
65	28	28
77	28	29
73	26	36
63	25	38
66	28	26
70	29	26
40	25	37
34	29	22
26	27	26
66	25	40
61	22	50
44	21	51
46	24	40
55	24	41
26	28	22
58	29	26
67	29	23
33	25	34
61	26	35
71	30	22
71	25	41
33	29	21
78	26	37
22	25	35
40	28	25
41	27	28
34	23	44
73	28	30
68	30	22
70	29	27
39	27	29
72	29	25
54	24	43
77	26	37
58	22	50
60	25	38
36	27	28
61	28	30
55	22	51
56	28	28
30	22	45
30	28	24
55	21	54
47	24	41
56	23	45
42	24	42
77	30	24
55	28	28
60	21	52
42	21	51
60	24	43
75	27	33
36	22	47
60	23	49
72	23	46
44	22	47
38	27	31
70	24	44
31	25	38
42	27	29
60	26	36
32	26	33
29	25	38
65	30	23
72	25	44
73	29	28
73	30	23
79	28	31
62	22	51
70	30	24
38	28	27
33	23	43
36	29	23
47	27	32
53	23	46
40	27	32
52	25	40
33	25	37
44	23	45
59	28	29
48	23	45
65	24	43
71	27	33
48	25	38
28	23	45
36	24	42
66	25	42
29	29	22
31	23	44
47	22	51
71	29	26
53	23	48
58	25	41
58	24	45
55	23	48
41	22	49
55	23	46
45	25	40
63	26	37
52	24	44
63	24	46
40	22	50
47	23	44
70	26	40
41	24	41
29	24	40
74	24	46
37	27	31
57	24	43
65	22	51
39	25	39
44	27	32
75	29	30
68	26	39
34	28	26
41	22	52
23	26	35
45	23	49
61	26	38
27	28	27
75	26	37
29	26	33
52	23	49
56	28	30
29	23	44
45	24	43
45	22	50
31	29	22
63	25	39
48	26	35
27	29	23
41	27	34
64	22	52
60	26	41
74	30	27
75	31	22
21	29	24
62	23	50
77	29	28
75	26	39
41	29	25
59	28	32
46	26	36
77	28	33
72	24	45
74	30	24
22	25	39
32	30	21
70	24	47
75	26	42
28	28	29
66	30	25
34	29	24
24	25	36
46	27	35
58	29	28
60	23	51
21	26	34
47	23	49
56	22	51
34	24	43
43	24	44
25	27	29
63	30	24
54	24	45
46	26	38
77	29	31
59	25	43
75	31	23
52	27	35
77	27	38
30	24	42
62	28	32
76	30	25
57	28	31
30	27	30
62	29	27
37	24	44
21	28	26
38	24	43
37	22	52
55	25	43
38	22	50
56	25	41
60	29	27
25	27	32
80	31	24
64	23	50
22	28	27
52	26	37
53	27	33
30	27	32
66	23	50
61	25	42
41	23	46
41	23	47
69	25	43
71	30	27
29	28	27
28	30	22
77	30	26
78	31	24
64	29	27
40	25	41
71	30	24
56	24	44
62	26	41
66	30	23
70	25	42
78	31	22
72	27	36
70	28	35
61	23	48
25	27	31
26	30	21
29	29	23
25	28	27
74	26	40
22	26	36
46	28	31
27	27	31
71	24	48
72	32	20
53	23	50
29	23	47
40	27	35
70	24	46
37	23	46
59	26	40
30	29	25
63	25	44
45	28	32
79	27	36
67	24	50
54	26	40
39	29	28
22	28	28
61	23	52
40	29	27
61	28	33
54	27	38
55	23	49
31	24	43
53	26	38
58	24	50
52	24	48
36	30	23
56	22	53
45	26	39
33	30	22
40	23	49
60	29	28
20	28	28
65	24	48
35	29	28
47	25	44
39	26	37
35	24	46
69	32	21
40	28	32
67	24	48
67	24	52
23	25	41
75	26	44
63	24	49
66	30	27
30	26	38
27	27	33
59	24	50
66	26	41
53	27	36
72	29	32
40	24	44
72	31	26
62	28	35
70	32	23
60	27	39
27	24	46
53	22	53
80	30	30
44	26	41
38	29	27
42	29	27
78	30	29
72	26	44
66	25	47
44	23	50
79	29	32
44	27	37
41	23	50
46	25	42
42	28	32
61	30	29
52	25	42
43	28	33
56	27	39
33	25	42
21	27	33
62	25	47
78	32	21
55	23	52
47	24	47
77	27	40
37	28	30
48	27	38
58	31	26
44	27	35
23	29	25
39	28	31
73	28	37
68	26	45
54	25	46
63	28	37
46	24	48
43	26	40
66	31	26
42	25	43
33	27	35
39	30	26
30	27	34
77	27	42
65	32	22
63	29	31
47	28	33
55	27	38
55	28	34
76	27	41
78	32	23
45	23	53
28	26	39
46	25	45
78	27	41
24	25	41
35	23	50
42	22	56
61	29	31
54	25	44
75	27	40
37	23	50
26	28	32
68	27	41
23	26	38
45	23	52
64	25	46
29	30	23
45	28	34
75	30	33
71	25	47
75	28	38
54	23	55
47	28	36
75	32	26
37	29	31
24	26	38
60	24	50
65	32	24
62	24	52
68	27	43
37	25	44
65	26	44
24	29	30
47	27	40
74	26	46
77	29	36
30	24	44
36	30	27
76	26	43
47	23	52
64	24	51
59	31	26
57	27	40
77	30	30
52	24	50
61	31	27
22	30	26
22	27	34
76	32	23
41	28	34
75	27	42
44	24	48
28	29	27
67	26	45
53	25	47
32	31	23
79	31	27
33	30	26
35	23	52
48	25	47
25	27	36
54	28	35
32	27	37
